Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5dxyR9o4r5gXb6gcpcPcLZ,"day&night","day&night","Taylor Roche",2022-08-19,148503,0,false,,2024-08-22T09:47:17Z,"","TAYLOR ROCHE",0.643,0.737,0,-6.442,0,0.0749,0.0138,0,0.116,0.469,144.952,4
spotify:track:5YOIs9aFLStR3uKATVUIYB,"Rebirth","Traveler","Refeeld,yutaka hirasaka",2021-12-09,155384,18,false,,2024-08-18T20:36:09Z,"lo-fi hip hop,lo-fi,lo-fi beats","Dreamhop Music",0.727,0.241,6,-14.724,1,0.0559,0.858,0.91,0.109,0.339,78.004,4
spotify:track:3NhomOHHWkSeANX9wHGX8c,"Weight of the Feeling","Weight of the Feeling","VISION ARCADE",2023-10-27,203120,24,false,,2024-08-14T14:27:42Z,"","VISION ARCADE",0.54,0.598,8,-7.986,0,0.0245,0.48,0.00867,0.0875,0.338,174.102,4
spotify:track:1r3bnsxc8bTJcJO7rGAiku,"Hey Honey","Hey Honey","VISION ARCADE",2023-07-28,191004,44,false,,2024-08-14T14:02:44Z,"","VISION ARCADE",0.575,0.923,6,-7.13,0,0.0359,0.0124,0.000052,0.318,0.723,126.902,4
spotify:track:2R0X6Wx7AAtBtvzrrYuEGS,"Spaceman","Spaceman","VISION ARCADE",2024-03-29,203096,36,false,,2024-08-13T17:21:49Z,"","VISION ARCADE",0.648,0.457,8,-9.475,0,0.0256,0.604,0.0000183,0.0931,0.435,144.017,4
spotify:track:0sCMpAVa1zUomDJBsiwW1Q,"before","before","slenderbodies",2024-05-17,187951,25,false,,2024-08-13T17:04:08Z,"","slenderbodies",0.622,0.807,4,-5.568,1,0.0455,0.533,0.399,0.221,0.853,165.963,4
spotify:track:7CFgxVcSU8zyRABMoxmdFG,"GAZE","GAZE","Chaplin",2024-04-30,115683,22,true,,2024-08-13T16:52:27Z,"","Chaplin Productions",0.651,0.529,6,-8.231,1,0.052,0.215,0,0.225,0.674,138.97,4
spotify:track:4fXHEdEmxMsCP4tB3LvZpi,"Call Me Stupid","Call Me Stupid","byjaye",2024-02-09,146906,25,false,,2024-08-13T16:42:50Z,"","3Keys Records",0.525,0.768,4,-4.006,1,0.14,0.115,0,0.58,0.44,183.824,4
spotify:track:3SaUzzu0v8zgP7RHRwfVI5,"Cowboy Belt","Cowboy Belt","Levi Roth",2023-09-29,124727,37,false,,2024-08-13T16:39:52Z,"","Levi Roth",0.765,0.527,8,-8.536,1,0.0489,0.591,0.00000845,0.0992,0.813,140.968,4
spotify:track:1b5vWEmZqQvOxTtqzd48GB,"Love You Back","Love You Back","Cameron Sanderson",2024-04-26,114619,17,false,,2024-08-13T16:12:41Z,"","Broken Thought Records",0.562,0.731,11,-4.362,1,0.0563,0.11,0,0.225,0.803,137.878,4
spotify:track:4rgCx716P6hrEL4w6KWMJe,"Not ur fkn fan","Not ur fkn fan","Ama",2024-06-28,197112,19,true,,2024-08-13T15:28:17Z,"","Ama",0.69,0.589,1,-7.566,1,0.0615,0.0537,0,0.172,0.78,141.966,4
spotify:track:1geSJPfGEZfJHJGBW9G4Ht,"playthistime","playthistime","Astrale,Scro",2024-06-21,207415,18,false,,2024-08-13T10:32:12Z,"hyperpop","Astrale",0.455,0.973,11,-5.493,1,0.0852,0.0016,0.0428,0.383,0.944,170.038,4
spotify:track:1X0x90TLQScZCEx6Gprxzd,"my curse","my curse","slowme",2024-05-17,136000,42,false,,2024-08-12T19:57:11Z,"","slowme",0.33,0.243,8,-17.448,1,0.0314,0.814,0.87,0.115,0.0966,135.049,3
spotify:track:7oaKBK8zUTMtI6KOlHkXsd,"Days Like This","Days Like This","Taylor Felt",2023-08-18,169001,20,true,,2024-08-08T11:35:41Z,"","Taylor Felt",0.779,0.68,1,-6.677,0,0.0491,0.0762,0.0000064,0.0983,0.71,150.038,4
spotify:track:2k8eusV0nrnPwJAuG40uVz,"Echo","Visual","Zadbeatz,Tosama Beats",2021-07-30,87544,41,false,,2024-08-07T08:11:31Z,"lo-fi","Chillhop World",0.546,0.0977,1,-26.652,1,0.0322,0.765,0.888,0.112,0.0624,85.025,4
spotify:track:1SGBBPRoQxH630IchH0Zne,"Feelin Warm","Feelin Better","Pandrezz",2021-09-05,157808,54,false,,2024-08-07T08:07:31Z,"lo-fi hip hop,lo-fi,lo-fi beats","Lofi Records",0.722,0.0848,0,-17.086,1,0.061,0.823,0.829,0.106,0.147,73.212,3
spotify:track:1IECzPBBwoNXmNRfxmbYxk,"New Horizons","New Horizons","Mindeliq,Neele Harder",2021-11-18,158870,26,false,,2024-08-07T08:04:55Z,"lo-fi hip hop,lo-fi,lo-fi beats","Lofi Records",0.681,0.187,9,-15.048,0,0.048,0.843,0.892,0.0949,0.21,135.953,4
spotify:track:0OA00aPt3BV10qeMIs3meW,"Big Dawgs","Big Dawgs","Hanumankind,Kalmi",2024-07-09,190666,79,true,,2024-08-04T00:00:41Z,"malayalam hip hop,desi hip hop","Universal Music India Pvt Ltd.",0.464,0.745,4,-3.202,0,0.161,0.0235,0,0.363,0.262,180.098,4
spotify:track:52OhlGzgfufnzKIlj4kqFz,"november 8","november 8","reidenshi",2022-06-17,122003,56,false,,2024-08-03T15:19:49Z,"dark ambient","reidenshi",0.0997,0.103,6,-28.531,1,0.0366,0.953,0.786,0.312,0.13,82.709,3
spotify:track:3zaFQTIBcEjLKuh2E2CX6X,"It feels like I've forgotten something","It feels like I've forgotten something","reidenshi",2023-03-31,132869,59,false,,2024-08-03T15:13:08Z,"dark ambient","reidenshi",0.802,0.228,5,-14.471,1,0.137,0.896,0.959,0.105,0.0948,132.012,4
spotify:track:2B1z5FvPiW958Qq7Vh6KM1,"Ocean of Memories","Ocean of Memories","reidenshi",2021-08-01,145214,40,false,,2024-08-03T15:12:49Z,"dark ambient","Cuddly Weeks",0.789,0.176,8,-20.318,1,0.0432,0.924,0.947,0.106,0.309,121,3
spotify:track:6m3xNCNymY9n5W9rouyQhx,"Sunrise","Zero","Aylior,Sebastian Kamae",2020-11-20,143139,30,false,,2024-08-02T07:42:59Z,"lo-fi hip hop,lo-fi,lo-fi beats","Lofi Records",0.752,0.0569,0,-16.236,0,0.0512,0.945,0.802,0.113,0.415,94.061,4
spotify:track:1ybyGUl5cplqVtYnfwtwo7,"This Can't Last Forever","This Can’t Last Forever","Michaela Slinger",2023-05-26,181272,0,false,,2024-07-31T14:30:58Z,"","604 Records Inc.",0.581,0.854,2,-4.539,1,0.0469,0.00319,0.0000386,0.0533,0.732,159.972,4
spotify:track:7nfpKpGa2rarRaeCTf6aEB,"Voicemail","Voicemail","MARIS",2023-10-20,179428,24,true,,2024-07-31T14:23:13Z,"","Black House",0.521,0.915,0,-2.625,1,0.248,0.0984,0,0.353,0.589,168.951,4
spotify:track:2bk2YmxFXosxKxVOyNY1kg,"Vibe","Scream It At Me!","Fluorescents",2024-04-12,182222,36,false,,2024-07-31T14:19:35Z,"pop punk","Fluorescent Records",0.565,0.969,1,-2.174,1,0.0738,0.039,0,0.328,0.746,113.948,4
spotify:track:48ie23Ol1WxpEhbMqPCZo2,"In My Head","In My Head","Far Places",2017-03-03,247652,20,false,,2024-07-31T06:46:50Z,"","Far Places",0.535,0.415,5,-12.837,1,0.0323,0.661,0.0952,0.102,0.208,179.821,4
spotify:track:23miqxlSbIVu7tkHscwKjz,"Honey","Good Grief","Far Places",2022-12-31,166363,21,false,,2024-07-30T11:00:46Z,"","Far Places",0.686,0.354,7,-10.289,1,0.0342,0.354,0.691,0.0911,0.47,77.007,4
spotify:track:7pgZu59eUegxSWHnImEvAs,"something in the water","something in the water","THAT BAND HONEY",2024-01-25,111707,26,false,,2024-07-30T09:35:45Z,"","That band Honey.",0.845,0.329,9,-11.962,0,0.0349,0.144,0.0277,0.0814,0.89,108.035,4
spotify:track:7Mne5Z9Xi6olZCkveX8KWn,"Way Out","Way Out","CALI JEWLS",2022-11-04,216558,36,false,,2024-07-25T11:57:20Z,"","CALI JEWLS",0.616,0.588,6,-7.414,1,0.0762,0.201,0.0000186,0.107,0.764,171.003,3
spotify:track:3t4Wpwg36E2VoBUiGKK6Fx,"Swing and Sway","Swing and Sway","Greywind",2024-01-12,178253,37,false,,2024-07-25T11:48:21Z,"","Greywind, under exclusive license to VERSION III",0.449,0.89,6,-3.481,1,0.0379,0.00231,0.000158,0.208,0.56,94.985,4
spotify:track:2wEC4tdSfZtBAIi4Q8dCDM,"Little Hickory","Little Hickory","Sebastian Portillo",2021-07-02,243200,32,false,,2024-07-25T11:39:22Z,"","Sunday Morning Music",0.705,0.724,0,-5.874,0,0.0339,0.427,0.0000183,0.225,0.615,130.026,4
spotify:track:0QSMrOuieFPSh3T3oDLt9T,"eyebags","eyebags","re6ce",2024-02-08,99326,34,true,,2024-07-25T11:37:50Z,"hyperpop","Good Luck Have Fun Records",0.419,0.84,5,-3.179,1,0.0469,0.0545,0.00000155,0.249,0.303,145.213,4
spotify:track:7dqoDYKtT1v9R5QEXmDE9x,"Summer Ends","Summer Ends","Vitruvian Soul",2023-10-06,138523,30,false,,2024-07-25T11:29:20Z,"","Numa Records",0.518,0.687,9,-8.104,1,0.0278,0.000374,0.00108,0.339,0.411,149.108,4
spotify:track:0BbV3a058vfz1CXLyGoflY,"Kicked Out","Kicked Out","Spencer Arjang",2023-09-29,177840,23,true,,2024-07-25T11:21:16Z,"","Mika Studios",0.561,0.784,7,-6.474,1,0.0349,0.00839,0.00000512,0.365,0.69,153.983,4
spotify:track:3jFyXZxFfu2q3OFdlcz56s,"Faded","Full Free Radical","happydaze",2023-05-12,190813,30,false,,2024-07-25T11:01:40Z,"pop punk","happydaze",0.347,0.925,9,-4.527,1,0.138,0.000136,0.0054,0.223,0.447,199.959,4
spotify:track:0In5IT7lG6kVeool9GNZNY,"YVONNE","YVONNE // BEST I EVER HAD","Ty Lorenzo",2022-06-17,164842,24,false,,2024-07-25T10:53:22Z,"hyperpop","MOAI",0.579,0.962,11,-3.704,1,0.062,0.00103,0,0.533,0.471,95.05,4
spotify:track:7xTFgcv9ITHIVJ0ii7S8C0,"Gravity","End Credits","EDEN",2015-08-08,230511,49,false,,2024-07-23T18:32:38Z,"","Seeking Blue",0.521,0.435,11,-7.757,0,0.0426,0.711,0.00017,0.115,0.246,125.301,4
spotify:track:4qPhFTSrBnBJyUDGj12KAc,"Indecision","Dual","Sampha",2013-07-29,268350,64,false,,2024-07-21T22:52:46Z,"indie soul","Young",0.608,0.346,8,-11.092,0,0.0296,0.906,0.0000694,0.118,0.368,134.049,4
spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Too Many Nights (feat. Don Toliver & with Future)","HEROES & VILLAINS","Metro Boomin,Future,Don Toliver",2022-12-02,199920,82,true,,2024-07-21T00:02:24Z,"rap","Republic Records",0.573,0.668,7,-4.356,0,0.0467,0.189,0.0000401,0.109,0.145,87.973,4
spotify:track:6EeOtUWclJFvXJkhvsq3sh,"Hard to Feel (Love Sometimes)","Hard to Feel (Love Sometimes)","Juice",2023-11-17,242356,36,false,,2024-07-19T16:10:08Z,"","Juice",0.651,0.765,1,-6.845,0,0.053,0.0162,0.0000128,0.105,0.813,130.01,4
spotify:track:2EhP68fqj6s6xxqD5JegO1,"Seats For Ghosts","Seats For Ghosts","Delilah Brao",2024-02-09,173826,0,false,,2024-07-19T16:01:42Z,"","UVT ENTERTAINMENT",0.667,0.636,2,-7.054,1,0.122,0.311,0,0.103,0.783,150.056,4
spotify:track:41neS0zAOcsdwMyhVXhUUj,"Night Shift","Night Shift","Smallpools",2023-12-29,199594,24,false,,2024-07-19T15:31:24Z,"","Nettwerk Music Group",0.473,0.916,4,-5.17,1,0.054,0.00166,0.0916,0.22,0.612,87.991,4
spotify:track:2myY52kImPqBTBH8PpAdo7,"Just Friends","Just Friends","The Strike",2023-12-29,206476,26,false,,2024-07-19T15:24:43Z,"synthwave","Nettwerk Music Group",0.701,0.828,9,-4.886,1,0.0511,0.0489,0,0.239,0.809,134.053,4
spotify:track:6jsUaPYEbpZnwfHnw0XCU5,"mind my business","Lurk (a lot)","Miles Powers",2024-03-06,107894,33,true,,2024-07-18T14:46:14Z,"","Fifty Six",0.706,0.804,1,-7.126,1,0.133,0.0991,0.000397,0.0878,0.972,152.116,4
spotify:track:1dhM8yyivVrKzdXGZBRF9G,"Satellites","WildFlower","Josh Cashman",2023-11-17,177378,15,false,,2024-07-18T14:34:26Z,"","Josh Cashman",0.634,0.777,2,-9.357,1,0.0559,0.0236,0.0318,0.0755,0.781,80.01,4
spotify:track:03H03k1F6t3VqCSPRBtuHk,"a thousand years","The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)","Christina Perri",2011-11-04,285120,55,false,,2024-07-14T01:13:16Z,"soft pop","Chop Shop/Atlantic",0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3
spotify:track:0Uf7pwvjaxd5rZ0M9dQnNb,"You Feel It Too","Dream Feeling","Moxy The Band",2022-11-11,241172,35,true,,2024-07-13T12:22:38Z,"","1346850 Records DK2",0.48,0.795,5,-7.433,0,0.0395,0.0319,0.00000278,0.288,0.299,90.031,4
spotify:track:3HLwf5P0mbQFw4qOdDSF3o,"sun sign","sun sign","Caroline Dare",2024-01-05,175016,19,false,,2024-07-11T17:04:57Z,"","Caroline Dare",0.642,0.492,11,-9.104,1,0.0362,0.504,0.000112,0.108,0.706,112.019,4
spotify:track:5ecAj5oBWi0eg2hwPpL8w9,"Wasting Away","How Do You Feel?","Cat & Calmell",2023-09-29,164240,17,false,,2024-07-11T16:52:24Z,"","EMI Recorded Music Australia Pty Ltd",0.604,0.798,8,-4.123,1,0.0373,0.0757,0.000023,0.0891,0.56,139.795,4
spotify:track:1gIg6pj0PKEjWan5gffxmH,"Asking God for Cigarettes","Dream Feeling","Moxy The Band",2022-11-11,194626,35,false,,2024-07-11T16:43:13Z,"","1346850 Records DK2",0.586,0.852,3,-4.723,1,0.0341,0.109,0,0.171,0.77,128.013,3
spotify:track:1WJWNUW66fQKZaGBlBkYee,"u & i","Love Me Anyway (Alternate Versions)","Anthony Russo",2024-02-05,182413,40,false,,2024-07-11T15:40:52Z,"","Sewing Apples Inc.",0.793,0.327,0,-10.588,1,0.0354,0.277,0.0114,0.0987,0.627,94.972,4
spotify:track:4zILMJR7Z3hnOqvcAnLs5L,"Till The End Of Time","Till The End Of Time","Hotel Apache",2024-02-23,246738,0,false,,2024-07-11T15:36:38Z,"","Hotel Apache",0.644,0.778,1,-5.419,1,0.0414,0.0492,0.00000137,0.0352,0.263,122.957,4
spotify:track:5betEwymOveIl6bzmtFLle,"Call My Name","Call My Name","Yours Truly",2024-01-16,230976,0,false,,2024-07-11T15:26:08Z,"pop punk","UNFD",0.337,0.918,6,-3.904,1,0.117,0.00108,0.00000829,0.281,0.543,130.044,4
spotify:track:0xkFhiIJTBGGBuGUoNQ4tF,"Made You In My Head","Made You In My Head","Summerdrive",2023-10-20,203666,0,false,,2024-07-11T15:21:03Z,"","Summerdrive",0.724,0.89,1,-3.823,1,0.0317,0.391,0,0.266,0.961,140.037,4
spotify:track:3n0bjQPAAhlGIngVwoUmQl,"Room 32","Room 32","Austin George",2024-03-27,204000,40,false,,2024-07-11T15:15:27Z,"dark r&b","SELENE / S10 Records",0.396,0.641,0,-7.173,1,0.0398,0.461,0,0.216,0.307,180.259,4
spotify:track:0vfyIuQseMewpnkIlZhlFD,"Safer Skin","Everything Nice","Arm's Length",2021-02-25,143277,30,false,,2024-07-09T11:36:49Z,"midwest emo,pop punk,emo","Arm's Length",0.388,0.924,1,-3.781,1,0.128,0.0000166,0.000738,0.331,0.64,95.779,4
spotify:track:6uiraOhPTa80D1Y2ox26TS,"Eve (Household Name)","Everything Nice","Arm's Length",2021-02-25,184971,31,false,,2024-07-09T11:34:29Z,"midwest emo,pop punk,emo","Arm's Length",0.395,0.913,2,-4.13,1,0.107,0.000137,0.000598,0.805,0.421,92.461,4
spotify:track:0E8M2gfJuoUAAPv9qreRkg,"19%","Loading... (Zenless Zone Zero Original Soundtrack)","Zenless Zone Zero",2024-06-28,219375,30,false,,2024-07-09T11:34:14Z,"","miHoYo",0.633,0.796,6,-10.956,0,0.051,0.000394,0.766,0.443,0.776,127.993,4
spotify:track:32Wy13eItx5ym93GYRpXWt,"Zzz","Zzz","EDEN",2024-07-02,180000,10,false,,2024-07-08T06:10:40Z,"","TH3RD BRAIN",0.553,0.562,6,-6.429,0,0.163,0.151,0,0.735,0.447,168.163,4
spotify:track:1pkiuQdHbJ2bsdNp3YPKKR,"Weight (feat. Kelsy Karter & The Heroines & Nuno Bettencourt)","Weight (feat. Kelsy Karter & The Heroines & Nuno Bettencourt)","Hudson Thames,Nuno Bettencourt,Kelsy Karter & The Heroines",2024-02-09,199367,26,false,,2024-07-08T06:10:29Z,"","AE Records",0.604,0.778,4,-4.17,0,0.0457,0.0103,0.000123,0.124,0.514,78.99,4
spotify:track:40VDa39ar1LGz0JBu8yO93,"worry","worry","STIM,Braden Ross",2024-02-16,146666,42,false,,2024-07-06T07:25:40Z,"hyperpop","STIM Pop Music",0.729,0.456,4,-9.038,1,0.0403,0.17,0,0.199,0.647,143.952,4
spotify:track:61RMyXYfcB9e5vggRBkNr3,"Puke","Puke","Ava Maybee",2023-03-10,164732,23,true,,2024-07-05T22:55:14Z,"","Ava Maybee, Distributed by Venice Music",0.532,0.722,1,-8.106,1,0.0343,0.0138,0.00000102,0.279,0.809,79.93,4
spotify:track:7B4nNELmbeADalXZK1nixF,"Inner Echoes","Thin Lines","Hoogway",2022-01-05,154285,20,false,,2024-06-29T23:25:02Z,"lo-fi hip hop,lo-fi,lo-fi beats","Lofi Records",0.629,0.0691,2,-19.983,1,0.0316,0.944,0.91,0.0941,0.122,69.998,3
spotify:track:3GvLX5iBIFBZ0nGJmirZkL,"Upside Down","Upside Down","Chloe Parché",2023-05-10,183094,35,false,,2024-06-25T10:01:21Z,"","Dreams Never Die",0.702,0.469,11,-7.712,0,0.0347,0.174,0.00000231,0.142,0.816,139.937,4
spotify:track:1DQxdDnMONkDatxStL65Tq,"Alo alo","Duetul De Aur - Recunoaste Romania","Copilul De Aur",2015-07-09,232929,16,false,,2024-06-22T20:46:39Z,"manele","RoTerra Music",0.642,0.837,9,-5.993,0,0.0728,0.273,0.00441,0.0315,0.956,180.022,4
spotify:track:3BtTaPoRHgPbg9OPi1gJfU,"OLD NEWS","OLD NEWS","Clint.",2023-10-12,145714,25,false,,2024-06-20T11:43:46Z,"","Connect & Conquer",0.642,0.519,8,-9.709,1,0.037,0.2,0,0.0979,0.514,139.947,4
spotify:track:6Uc7A8PeGszMyQ9XPvR6ZT,"Call Me Later","Call Me Later","The Foxies",2024-01-26,180099,33,false,,2024-06-20T11:43:43Z,"","Independent",0.736,0.752,0,-5.742,1,0.0421,0.0207,0,0.193,0.89,112.03,4
spotify:track:6EA6qNb0XWmj73H7yQbrai,"Social Battery","Social Battery","Sophia Veraz",2023-10-20,191094,17,false,,2024-06-20T11:10:08Z,"","Fear Records",0.632,0.447,11,-8.04,1,0.0747,0.217,0.0000126,0.423,0.265,136.848,4
spotify:track:7ANtPfYkLWhL2XbUjyBSZF,"my friend's toyota","my friend's toyota","asiris",2023-10-13,194400,23,false,,2024-06-17T11:22:11Z,"folk pop","Artist Partner Group, Inc.",0.457,0.67,11,-5.976,1,0.147,0.394,0,0.421,0.677,199.811,4
spotify:track:1jnEVsWOHIlWwkE6JCr572,"low again","low again","JonesJrr,Emi Grace",2021-01-19,215425,28,false,,2024-06-17T09:01:21Z,"stutter house","Emi & Shaun",0.645,0.425,10,-10.132,1,0.173,0.926,0,0.179,0.206,75.996,4
spotify:track:1oHooOw6WZ4g4B3aKMnZvU,"Torn In Two","Torn In Two","Diva Bleach",2024-03-08,173684,29,false,,2024-06-17T07:38:58Z,"","InVogue Records",0.538,0.88,9,-3.606,1,0.0846,0.0088,0.00000136,0.057,0.873,76.024,4
spotify:track:2mijcmCvkvig8SkNCgYZC5,"Bitter Water","Dear Wormwood","The Oh Hellos",2015-10-16,196913,54,false,,2024-06-09T11:58:06Z,"folk pop,christian folk,indie folk","The Oh Hellos",0.591,0.644,8,-9.781,1,0.0302,0.348,0.00000912,0.16,0.348,95.026,4
spotify:track:4n826gWnT4RuphbjBWjaie,"Forever's Not That Long","I Guess We'll Find Out","Johan Lenox",2024-03-29,146571,10,false,,2024-06-07T11:14:38Z,"stutter house","Johan Lenox",0.432,0.748,0,-6.89,1,0.051,0.0793,0.102,0.123,0.661,171.886,4
spotify:track:4SuAAsoaEIqAK12q3tJT3J,"sleepwalking","sleepwalking","Rozei",2023-10-20,160800,29,false,,2024-06-07T11:10:53Z,"","Rozei LLC",0.453,0.968,9,-1.256,1,0.108,0.0366,0,0.0582,0.565,149.987,4
spotify:track:536ZTi6wWJQ2gYXkXnJwVX,"spite","can we start over?","Charlotte Sands",2024-01-24,187596,55,true,,2024-06-07T10:56:50Z,"","CS Records",0.709,0.95,9,-4.448,1,0.102,0.00446,0.0182,0.0292,0.862,142.012,4
spotify:track:6oQTe7LERI0dzsiUoktpgY,"Everything You Wanted","Everything You Wanted","Deadbeat Girl",2024-01-26,200588,27,true,,2024-06-03T10:09:37Z,"","Deadbeat Girl",0.575,0.638,5,-8.926,0,0.0231,0.00138,0.00363,0.319,0.44,100.002,4
spotify:track:3MtEzZxUOF7piP18l7IgDP,"Always There","The Place / Always There","Jack Boston,Madcap",2019-10-25,384721,19,false,,2024-05-28T13:12:47Z,"liquid funk,drum and bass,jungle,breakbeat","Symmetry Recordings",0.439,0.963,6,-3.569,1,0.0465,0.000283,0.841,0.217,0.323,172.983,4
spotify:track:73FM54gxQEfzccxKKFE2iW,"Bloom","Bloom","Corella",2019-05-10,153822,49,false,,2024-05-11T16:35:32Z,"","Corella Music",0.488,0.889,5,-4.998,0,0.0413,0.00555,0.0000167,0.833,0.661,156.035,4
spotify:track:3RQltO54A51J2TC9qucg1i,"Weed & Wine (Relax Rewind)","After Dark","Friction,A Little Sound",2022-09-23,184000,46,false,,2024-05-11T11:25:19Z,"drum and bass,liquid funk,bassline","Elevate Records",0.6,0.915,7,-2.807,0,0.0487,0.12,0.000177,0.127,0.203,174.004,4
spotify:track:5lo3ra05NvK28Qda9owfb8,"Crosstown Blues","Mixtape Sprayout Vol. 2","Degs",2021-04-30,253793,19,false,,2024-05-11T10:58:32Z,"liquid funk,drum and bass,jungle","Hospital Records",0.543,0.775,6,-4.234,0,0.0546,0.183,0.0451,0.0891,0.0359,173.988,4
spotify:track:6ZGS2Yrg21HadSMmshXyzf,"Time Capsule","Time Capsule","Cult Of Venus",2023-10-27,219766,48,false,,2024-05-10T13:47:51Z,"","Avenue A Records",0.505,0.75,11,-6.705,0,0.0375,0.138,0.0241,0.108,0.558,83.875,4
spotify:track:7d8IIMp30CCyUn7i2g39zS,"Anyone But You","Anyone But You","Outsider Heart",2021-02-12,188571,0,false,,2024-05-06T16:53:58Z,"","Outsider Heart",0.53,0.864,9,-3.916,1,0.0674,0.0067,0.128,0.182,0.456,125.943,4
spotify:track:4E1bjtzgqwOhRGe2nzrin2,"just love","just love","Lubalin",2024-04-05,150266,34,false,,2024-05-06T10:25:10Z,"","Cult Nation",0.569,0.674,10,-5.966,0,0.0385,0.285,0.102,0.18,0.187,172.087,4
spotify:track:43mRMzq93qMuQ4Fa4PfSe4,"Cough","Cough","Good Terms",2023-05-16,229866,31,true,,2024-05-06T10:09:43Z,"pop punk","Secret Friends Music Group",0.436,0.988,5,-4.829,1,0.301,0.0309,0.0000221,0.404,0.165,166.095,4
spotify:track:1zZasSjMqWcoVVM0r7Jjro,"Weightless","Weightless","Sweet Bill",2023-06-13,204904,33,false,,2024-05-06T10:01:17Z,"","1220147 Records DK",0.716,0.568,7,-9.081,0,0.0329,0.481,0,0.103,0.463,134.955,4
spotify:track:3Fo7fcdsLHe5lwykx79t35,"tu","tu","EthanUno",2023-12-13,145523,37,false,,2024-05-06T09:02:30Z,"hyperpop,jersey club","UnoSound",0.842,0.409,1,-5.091,1,0.069,0.458,0.0000208,0.238,0.851,147.448,4
spotify:track:3Sz8P5ZFLARe2oJeb0qsyb,"MILLION DOLLAR BABY (VHS)","MILLION DOLLAR BABY","Tommy Richman",2024-04-26,155151,1,false,,2024-05-01T17:36:44Z,"","ISO Supremacy. Under exclusive license to PULSE Records.",0.804,0.731,1,-6.88,0,0.09,0.104,0.00000211,0.0969,0.663,138.014,4
spotify:track:5V8SeI5CVUXTbfJRC1Myzm,"cant","(2019)(2022)","EDEN",2024-04-19,206538,2,false,,2024-04-29T18:58:40Z,"","TH3RD BRAIN",0.514,0.392,10,-12.351,0,0.0312,0.887,0.00207,0.114,0.151,104.513,3
spotify:track:3HdLOgi7BnvL3vqAMWH1Wy,"Wrong Side of the Tracks","12 Years In The Valley","Southern Satellite",2020-10-30,225040,0,false,,2024-04-26T21:04:05Z,"","Southern Satellite",0.371,0.31,3,-12.741,0,0.0292,0.305,0.0000687,0.0812,0.352,93.987,4
spotify:track:7wh7J9Si9NIz6k5gJ7ZcNl,"Echo","Blindfaller","Watchhouse",2016-09-30,201666,50,false,,2024-04-26T10:04:56Z,"bluegrass,americana,folk,newgrass","Yep Roc Records",0.616,0.345,7,-9.685,1,0.0289,0.845,0.0016,0.0771,0.221,96.471,4
spotify:track:1OYchHxLhckxWStYd5qTyq,"Yours (feat. Bea Miller)","Yours (feat. Bea Miller)","Sueco,Bea Miller",2023-09-22,177188,48,true,,2024-04-25T13:52:46Z,"","Atlantic Records",0.606,0.914,8,-3.492,1,0.0488,0.0105,0.0000115,0.0726,0.797,170.066,4
spotify:track:5IgGDUqA2RkAjoziEG8CMX,"Well","No Fear","Sister Sadie",2024-01-26,176000,28,false,,2024-04-25T13:52:28Z,"bluegrass,newgrass","Mountain Home Music Company",0.56,0.646,11,-8.236,0,0.0407,0.0832,0.0534,0.312,0.789,107.594,4
spotify:track:0xa49uKD6IdtaXgvLud3Bi,"Willow","Willow","Sister Sadie",2023-08-25,207000,24,false,,2024-04-25T13:52:21Z,"bluegrass,newgrass","Mountain Home Music Company",0.602,0.835,0,-7.781,1,0.0329,0.479,0.0254,0.129,0.389,107.12,4
spotify:track:1gxuR6qKGWpBmkzOE633Tg,"Lift My Head","Welcome","The Arcadian Wild",2023-07-21,234988,23,false,,2024-04-25T13:51:24Z,"christian folk","Vere Music",0.531,0.311,4,-9.96,0,0.0293,0.7,0.00126,0.171,0.339,110.062,4
spotify:track:4eXJ8BSMHqi3GFkeYDafKd,"Big Sky MT","Welcome","The Arcadian Wild",2023-07-21,298890,31,false,,2024-04-19T10:18:02Z,"christian folk","Vere Music",0.438,0.476,2,-8.471,1,0.0273,0.537,0.000387,0.133,0.473,89.151,4
spotify:track:29MlUsEsDHZ1vIv7I41UVq,"Holding Pattern","Celebrants","Nickel Creek",2023-03-24,185816,33,false,,2024-04-19T09:11:34Z,"bluegrass,newgrass,folk,americana","Repair Records",0.661,0.332,9,-14.589,1,0.0329,0.818,0.409,0.137,0.577,124.961,4
spotify:track:1Jz6GFrsgtyVwQtIUiHYMw,"Vengeance","Vengeance","coldrain",2024-02-11,238534,49,false,,2024-04-17T15:01:35Z,"j-rock,metalcore,anime","WM Japan",0.32,0.884,4,-4.879,0,0.0609,0.0000559,0.0000969,0.349,0.288,167.119,4
