Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5v2EQTBZ9ktnWbK7Efsp3p,"When I Was A Boy","Vicky Cristina Barcelona (Original Motion Picture Soundtrack)","Biel Ballester Trio,Leo Hipaucha,Graci Pedro",2008-08-12,191626,28,false,,2023-01-23T21:36:14Z,"french jazz","Telarc",0.624,0.477,4,-12.261,0,0.0349,0.935,0.936,0.101,0.816,100.878,4
spotify:track:0i0QwxY3urw8ebHjQ8LGYE,"Wind Tales","Aeolia","Dimension 32,Cosmic Koala",2022-03-16,151799,0,false,,2023-01-22T20:59:51Z,"lo-fi,lo-fi hip hop,lo-fi beats","Lofi Records",0.37,0.103,7,-16.544,1,0.0414,0.97,0.947,0.227,0.178,68.481,4
spotify:track:5bI2L9xlpIFMd5o7IKRY8q,"Diamond Eyes - somenaan Remix","Diamond Eyes (somenaan Remix)","Sweet Pill,somenaan",2022-10-31,344000,0,false,,2023-01-18T21:58:35Z,"midwest emo,math rock","Sweet Pill",0.667,0.688,6,-8.704,0,0.0393,0.0193,0.0776,0.138,0.171,125.985,4
spotify:track:25oJjxP1cVjghqjfwEVPG6,"venus fly trap","hypochondriac","brakence",2022-12-02,295786,54,true,,2023-01-16T08:35:41Z,"hyperpop,glitch","Columbia",0.406,0.765,5,-7.199,0,0.0919,0.563,0,0.334,0.65,147.935,4
spotify:track:0Mf6WhWLfOpzOxacvbcboj,"rock + roll","i think you think too much of me","EDEN",2016-08-19,296053,54,true,,2023-01-14T14:21:23Z,"","MCMXCV (EDEN)",0.468,0.517,0,-7.049,0,0.0574,0.875,0.00705,0.171,0.425,69.282,4
spotify:track:1HOMkjp0nHMaTnfAkslCQj,"My Sharona","Get The Knack","The Knack",1979-01-01,295400,72,false,,2023-01-08T10:18:25Z,"power pop","Capitol Records",0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4
spotify:track:4ERU8xRcfTaiEPNusp5QmG,"Just Done Boiling","Ramy: Seasons One and Two (Original Composition Soundtrack Album)","Dan Romer,Mike Tuccillo",2020-07-03,47146,3,false,,2023-01-06T12:00:26Z,"soundtrack","Lakeshore Records",0.268,0.111,9,-27.236,1,0.047,0.854,0.721,0.149,0.0479,134.331,1
spotify:track:55MFsaFJWwngtbiGyJwuwC,"Spiritual Contract","Ramy: Seasons One and Two (Original Composition Soundtrack Album)","Dan Romer,Mike Tuccillo",2020-07-03,79386,6,false,,2023-01-06T11:58:35Z,"soundtrack","Lakeshore Records",0.237,0.0826,2,-25.569,1,0.0437,0.676,0.879,0.108,0.035,72.222,4
spotify:track:7GktUVVZfZrhYnzjBMoecA,"In a Glimpse","Ramy: Seasons One and Two (Original Composition Soundtrack Album)","Dan Romer,Mike Tuccillo",2020-07-03,57640,3,false,,2023-01-06T11:58:26Z,"soundtrack","Lakeshore Records",0.355,0.0409,1,-26.362,0,0.0467,0.948,0.877,0.163,0.205,142.223,4
spotify:track:2VXlCpdxP3iPI8wddVg2B0,"We Did the Right Thing","Ramy: Seasons One and Two (Original Composition Soundtrack Album)","Dan Romer,Mike Tuccillo",2020-07-03,87146,5,false,,2023-01-06T11:52:42Z,"soundtrack","Lakeshore Records",0.218,0.128,2,-28.722,1,0.0455,0.741,0.841,0.0803,0.0349,70.389,4
spotify:track:000is2PkiX1YvuhxMopOQW,"You’ve Been Lying To Me","Ramy: Seasons One and Two (Original Composition Soundtrack Album)","Dan Romer,Mike Tuccillo",2020-07-03,127626,15,false,,2023-01-06T11:49:58Z,"soundtrack","Lakeshore Records",0.372,0.166,4,-21.464,1,0.0391,0.836,0.919,0.117,0.0682,129.806,3
spotify:track:7c397xg5ZfZO5652hu1sEE,"わたしのいるところ","映画「恋する寄生虫」オリジナルサウンドトラック","角銅真実",2021-12-01,53583,16,false,,2023-01-05T10:55:29Z,"japanese indie,shibuya-kei","aiin CO., LTD.",0.259,0.177,9,-18.146,0,0.0486,0.988,0.926,0.103,0.345,69.693,3
spotify:track:6HC6V5flWY29ON64Y7XNMS,"born with horns","mainstream sellout","mgk",2022-03-25,147943,51,false,,2022-12-31T14:36:58Z,"","Bad Boy / Interscope",0.569,0.919,11,-5.378,1,0.135,0.00089,0.0000944,0.0524,0.256,95.073,4
spotify:track:2SiXAy7TuUkycRVbbWDEpo,"You Shook Me All Night Long","Back In Black","AC/DC",1980-07-25,210173,82,false,,2022-12-30T23:40:33Z,"rock,hard rock,classic rock,rock and roll","Columbia",0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,"Fortunate Son","Willy And The Poor Boys (Expanded Edition)","Creedence Clearwater Revival",1969-11-02,140773,83,false,,2022-12-30T23:20:06Z,"classic rock,southern rock,country rock","Craft Recordings",0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4
spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,"Last Resort","Infest","Papa Roach",2000-04-25,199906,83,true,,2022-12-28T14:00:30Z,"nu metal,rap metal,alternative metal,rap rock,rock","Geffen",0.589,0.89,4,-3.719,0,0.06,0.000481,0.00082,0.201,0.687,90.586,4
spotify:track:18YIDJGWXocUPFbAzTaq8g,"Serious (feat. Matt Corby)","Cloud Nine","Kygo,Matt Corby",2016-05-13,234093,47,false,,2022-12-27T10:15:14Z,"tropical house","Kygo",0.677,0.569,7,-10.833,0,0.0927,0.642,0.00119,0.509,0.288,100.06,4
spotify:track:1sOBnmnTgymmnePnotqduF,"Problems","Problems","Matt Corby",2022-11-02,212269,16,false,,2022-12-26T18:39:22Z,"","Communion Records",0.675,0.678,5,-8.072,1,0.0841,0.168,0.0012,0.0508,0.432,89.979,4
spotify:track:2xlV2CuWgpPyE9e0GquKDN,"Someone To Stay","Revival","Vancouver Sleep Clinic",2017-04-07,254013,74,false,,2022-12-26T18:33:58Z,"","Soon King Records",0.436,0.473,1,-7.24,1,0.0307,0.588,0.0000435,0.103,0.242,108.906,4
spotify:track:6kZqCqD1r08sJAQ1TjuEpM,"Never Meant","American Football","American Football",1999-09-14,268333,63,false,,2022-12-26T10:36:50Z,"midwest emo,math rock,emo","Polyvinyl Records",0.434,0.808,0,-6.601,1,0.0359,0.0233,0.0111,0.153,0.422,144.292,4
spotify:track:2OYfo8xz9nCqXVXqibLq2G,"Flaws","Winter","Vancouver Sleep Clinic",2014-03-10,199400,0,false,,2022-12-26T10:36:44Z,"","Self Released",0.474,0.333,0,-12.727,1,0.0581,0.889,0.126,0.0955,0.137,69.998,4
spotify:track:003vvx7Niy0yvhvHt4a68B,"Mr. Brightside","Hot Fuss","The Killers",2004,222973,88,false,,2022-12-25T20:28:29Z,"alternative rock","Island Records",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4
spotify:track:1LkoYGxmYpO6QSEvY5C0Zl,"Scotty Doesn't Know","Left for Dead","Lustra",2006,175200,75,false,,2022-12-25T20:28:19Z,"","XOFF Records",0.317,0.887,0,-4.525,1,0.0472,0.000449,0.00000923,0.363,0.544,174.009,4
spotify:track:39JofJHEtg8I4fSyo7Imft,"B.O.T.A. (Baddest Of Them All) - Edit","B.O.T.A. (Baddest Of Them All)","Eliza Rose,Interplanetary Criminal",2022-08-12,226626,73,false,,2022-12-23T13:29:40Z,"house,uk garage,breakbeat","Warner Records",0.733,0.921,0,-7.077,1,0.0446,0.161,0.662,0.122,0.729,136.996,4
spotify:track:2qWg3mlIPnUxbP7mgFQOVc,"fall asleep to the thought of me trying to fall asleep","crush / fall asleep to the thought of me trying to fall asleep","Sullii",2022-01-18,158633,22,true,,2022-12-19T20:42:50Z,"emo rap","Lone",0.53,0.88,11,-6.189,1,0.167,0.0571,0.00357,0.105,0.405,171.931,4
spotify:track:0HOatpkfLUkBe4DtXivQaw,"Like","Like","Alissic",2021-06-18,233853,35,false,,2022-12-19T00:10:39Z,"","Ministry of Sound Recordings",0.568,0.42,1,-8.754,0,0.226,0.443,0.00000223,0.143,0.329,144.948,4
spotify:track:4dSEKivGPiEAX5pwcemIXL,"Стой","Подъезд безэмоциональной близости","в чем дело?",2021-03-19,161366,31,false,,2022-12-17T21:19:44Z,"","WHmusic",0.576,0.669,8,-7.727,0,0.033,0.000902,0.0000278,0.193,0.272,105.947,4
spotify:track:4qcnL8k4i8Ynw7kAPgVoD6,"Admit Defeat","Doom Days (This Got Out Of Hand Edition)","Bastille",2019-12-06,185680,31,false,,2022-12-07T20:19:31Z,"","EMI (Virgin)",0.651,0.64,5,-7.019,1,0.046,0.149,0,0.201,0.492,90.044,4
spotify:track:3wwO0kUiwpyzHdkMNoifLR,"Shark","Oh Wonder","Oh Wonder",2015-09-04,187424,45,false,,2022-12-06T21:01:08Z,"","Oh Wonder",0.703,0.327,2,-7.932,1,0.0489,0.592,0.292,0.112,0.128,149.742,4
spotify:track:67snqsLRKU9yhKzJRg0V6r,"FFVII REMAKE: からっぽの空 (Hollow Skies)","FINAL FANTASY VII REMAKE Original Soundtrack","Nobuo Uematsu",2020-05-27,175026,0,false,,2022-12-05T22:45:13Z,"soundtrack,japanese vgm,japanese classical","SQUARE ENIX MUSIC",0.728,0.126,4,-17.165,0,0.0341,0.822,0.896,0.117,0.194,112.005,4
spotify:track:0yxPUMQsHJXThYjYMoIJU5,"Depression","Depression","Dax",2022-10-21,249259,61,false,,2022-12-05T22:09:13Z,"","Records/Columbia",0.746,0.608,9,-6.843,0,0.0938,0.0571,0,0.224,0.262,81.058,4
spotify:track:1798MQBd3lfqa7joQ0ZAEF,"This Modern Love","Silent Alarm","Bloc Party",2005-02-02,265613,58,false,,2022-12-04T22:52:45Z,"indie rock","[PIAS] Recordings Catalogue",0.45,0.941,0,-5.335,1,0.0371,0.00224,0.00753,0.127,0.262,159.99,4
spotify:track:31ABtQJdfloNaGz7ZhXaN5,"King","Dance Fever","Florence + The Machine",2022-05-13,280130,59,false,,2022-11-30T19:43:55Z,"baroque pop","Polydor Records",0.731,0.45,6,-8.086,0,0.0443,0.136,0.000989,0.107,0.0856,105.989,4
spotify:track:2MaPDJepFWqoWASBVZTgiL,"HEART OF DARKNESS","MILDRED","Grim Salvo,Cardeairè Jack",2022-11-07,352690,45,true,,2022-11-28T15:01:45Z,"trap metal,horrorcore","³³marrow",0.419,0.879,6,-7.51,0,0.118,0.0694,0.0847,0.612,0.329,90.017,4
spotify:track:6oPQ0kIcUSbSmGayp6u7nG,"Almost There","Almost There","J+1",2022-03-04,177333,15,false,,2022-11-28T14:55:01Z,"synthwave","RAKKON Music Group",0.619,0.341,2,-12.852,1,0.0563,0.253,0.0165,0.0638,0.319,180.13,4
spotify:track:58iUajpKqrmSFHjsYOPEhP,"takeoff","polaris","stream_error",2021-12-06,130945,0,false,,2022-11-25T12:06:49Z,"lo-fi,lo-fi hip hop,lo-fi beats","Lofi Records",0.562,0.0864,11,-18.521,0,0.0307,0.865,0.929,0.0894,0.179,148.101,4
spotify:track:2LzDhJgkVVKnfj8kYfe04T,"Contact Your Local Liquidator","MILDRED","Grim Salvo,Bruxism",2022-11-07,143722,45,true,,2022-11-21T22:11:16Z,"trap metal,horrorcore","³³marrow",0.609,0.857,1,-6.533,1,0.186,0.049,0.000532,0.572,0.642,172.078,4
spotify:track:1VxXn7Tryr630n0KfVRz8B,"In Those Tapes","Ramy: Seasons One and Two (Original Composition Soundtrack Album)","Dan Romer,Mike Tuccillo",2020-07-03,165906,17,false,,2022-11-18T09:19:38Z,"soundtrack","Lakeshore Records",0.152,0.177,9,-19.252,1,0.0339,0.856,0.843,0.0972,0.0907,175.048,4
spotify:track:3PXkCLjfTwH0fpolS9yELH,"Sacrilege","ANTI-ICON","Ghostemane",2020-10-21,141558,50,true,,2022-11-15T21:45:17Z,"trap metal,horrorcore,emo rap,cloud rap,rap metal","Blackmage",0.811,0.773,2,-7.224,0,0.124,0.0189,0.425,0.544,0.128,120.053,4
spotify:track:4BkM0A2FwgLB8Av8fKLMzg,"Lazaretto","ANTI-ICON","Ghostemane",2020-10-21,113333,48,false,,2022-11-15T21:43:29Z,"trap metal,horrorcore,emo rap,cloud rap,rap metal","Blackmage",0.542,0.923,9,-5.924,1,0.306,0.00334,0.505,0.397,0.321,149.883,4
spotify:track:48TYKdjkiIN6brcIilEVWB,"Vagabond","ANTI-ICON","Ghostemane",2020-10-21,114305,53,true,,2022-11-15T21:41:42Z,"trap metal,horrorcore,emo rap,cloud rap,rap metal","Blackmage",0.705,0.815,1,-6.988,1,0.0918,0.00993,0.291,0.483,0.487,109.974,4
spotify:track:797EOD68bmVFiyalgBGeOZ,"左右盲","左右盲","Yorushika",2022-07-25,267103,51,false,,2022-11-15T20:25:42Z,"j-pop,j-rock,japanese indie,anime","Universal Music LLC",0.675,0.391,2,-7.701,1,0.0524,0.446,0,0.37,0.564,151.778,4
spotify:track:1pnXMEGyw85jtg9fFZf4GP,"Fleeting Lullaby","UTA'S SONGS ONE PIECE FILM RED","Ado",2022-08-10,173373,64,false,,2022-11-15T13:13:18Z,"j-pop,anime,vocaloid,j-rock","Universal Music LLC",0.524,0.914,6,-2.104,1,0.12,0.179,0,0.17,0.63,89.015,4
spotify:track:4grlyKZ210U5bMB1vLfME1,"Everyone is Scared","Don't Go Now EP","T-Rain",2022-08-12,179095,0,true,,2022-11-13T19:23:48Z,"","MISFITCLIQUE PRODUCTIONS",0.784,0.439,6,-14.501,0,0.173,0.0514,0,0.131,0.55,145.986,4
spotify:track:4xF4ZBGPZKxECeDFrqSAG4,"snowfall","snowfall","Øneheart,reidenshi",2022-01-14,124065,83,false,,2022-11-12T23:19:36Z,"dark ambient,ambient","Øneheart & reidenshi",0.466,0.0918,10,-26.813,1,0.0269,0.929,0.803,0.439,0.0841,95.014,4
spotify:track:648sjoR2ga0PXixXttyqzJ,"One Day","Long for","Omoinotake",2020-11-18,223741,39,false,,2022-11-11T21:29:36Z,"j-pop,city pop,anime,japanese indie","K&A CO,LTD., /y's connection",0.568,0.727,1,-5.415,1,0.0542,0.0343,0,0.197,0.797,162.811,4
spotify:track:5XyC4vVIFnMvpnh5StApxw,"BLACK MEMORY","Kisses and Kills","THE ORAL CIGARETTES",2018-06-13,252632,50,false,,2022-11-11T21:19:26Z,"j-rock,anime,j-pop","A-Sketch",0.392,0.944,6,-2.812,1,0.102,0.0000502,0.0000126,0.074,0.546,181.888,4
spotify:track:2Rl3OaDg5IztZYuyT5MzBL,"The Naked King 〜美しき我が人生を〜","What a Beautiful Life","BIGMAMA",2021-05-05,207200,26,false,,2022-11-10T17:45:10Z,"j-rock,melodic hardcore","RX-RECORDS",0.55,0.887,0,-4.99,1,0.0629,0.0158,0,0.0531,0.648,159.963,4
spotify:track:08PQgCL2WTNuMKAnbKC9jV,"Oshakashama","Arutokoroni no Teiri","RADWIMPS",2009-03-11,228146,43,false,,2022-11-10T17:23:44Z,"anime,j-pop,j-rock","Virgin Records",0.451,0.978,2,-2.358,0,0.179,0.0207,0.000366,0.345,0.702,128.329,4
spotify:track:2fskhJ95A0xWX8HBtVeLfD,"I Know","City of Angels (Music from the Motion Picture)","Jude",1998-03-31,274066,35,false,,2022-11-09T20:53:26Z,"","Warner Sunset/Reprise",0.389,0.253,7,-10.626,1,0.0457,0.379,0.000344,0.0866,0.108,160.7,3
spotify:track:44VRUy8wIpxT1VJNJBZtNz,"Year as Lift","A Forest of Polarity","Rooftops",2010-05-18,273640,30,false,,2022-11-09T20:37:58Z,"math rock,midwest emo,post-rock","Clickpop Records",0.48,0.64,11,-8.575,0,0.0335,0.301,0.64,0.103,0.327,150.932,4
spotify:track:0nz4lRpSYR6nzGl4iTfzvn,"owesome","a fanatic socialist looked up at the stars...","a picture of her",2009-04-18,166800,47,false,,2022-11-09T20:24:08Z,"math rock,midwest emo,post-rock","FRIEND OF MINE RECORDS",0.424,0.596,7,-8.156,1,0.0265,0.00896,0.726,0.0933,0.361,165.106,3
spotify:track:4tscsbUMuX7EUZE2m97C6d,"Avant","Kaizin","Eve",2022-03-16,204086,48,false,,2022-11-08T22:26:28Z,"anime,j-pop,j-rock,vocaloid,japanese indie","TOY'S FACTORY",0.542,0.793,6,-3.857,1,0.0423,0.00228,0,0.129,0.573,93,4
spotify:track:0hZmjNpSBBz14mFxTGPI71,"Worries","Sarah","KIRARA",2020-10-29,468000,0,false,,2022-11-07T19:49:50Z,"big beat","KIRARA",0.533,0.831,11,-6.046,1,0.0481,0.106,0.542,0.452,0.163,114.968,4
spotify:track:5vKtGdldYDXHgifXXJW46s,"crystal valley","program music II","KASHIWA Daisuke",2016-04-30,361500,25,false,,2022-11-06T13:00:21Z,"japanese classical,post-rock,nu jazz,math rock,idm","Virgin Babylon Records",0.506,0.156,0,-17.542,1,0.061,0.986,0.899,0.0753,0.0687,69.882,4
spotify:track:75lQs076eHwC225KSfworK,"As Far As I Can See","Living Free","møndberg,Project AER",2022-05-21,154507,0,false,,2022-11-05T10:36:44Z,"lo-fi hip hop,lo-fi,lo-fi beats","Lofi Records",0.637,0.3,6,-19.464,1,0.0752,0.888,0.849,0.116,0.359,160.022,4
spotify:track:0HeR3t2aYU3jvD9JVdBZD5,"Rewinding Memories","Chance Encounter","Refeeld,Project AER",2020-10-31,142593,0,false,,2022-11-05T10:25:38Z,"lo-fi hip hop,lo-fi,lo-fi beats","Lofi Records",0.531,0.336,1,-18.311,1,0.0298,0.787,0.872,0.195,0.262,74.009,4
spotify:track:7GeTsDIc5ykNB6lORO6Cee,"Circo Loco","Her Loss","Drake,21 Savage",2022-11-04,236795,68,true,,2022-11-04T09:57:16Z,"rap","OVO / Republic Records",0.732,0.584,1,-8.525,1,0.076,0.00903,0,0.318,0.262,103.981,4
spotify:track:45gBZkMfyeDJvfSsF6pEKf,"Sci-Fi","ICYMI","EDEN",2022-09-09,176595,44,true,,2022-11-02T21:41:36Z,"","MCMXCV",0.609,0.661,1,-7.764,1,0.312,0.0892,0,0.423,0.668,93.898,4
spotify:track:6HgjpDnwkICTiFIncZAIKY,"Ghosts","Ghosts","Komorebi,Idyllic,Whimsical",2021-03-19,108000,23,false,,2022-11-01T14:41:21Z,"lo-fi,lo-fi beats,lo-fi hip hop","Nostalgia Recordings",0.685,0.476,4,-9.692,0,0.0284,0.885,0.938,0.11,0.175,128.023,4
spotify:track:2YWjW3wwQIBLNhxWKBQd16,"Lean On (feat. MØ & DJ Snake)","Peace Is The Mission : Extended","Major Lazer,MØ,DJ Snake",2015-11-27,176561,71,false,,2022-10-30T22:06:37Z,"moombahton","Third Pardee Records",0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
spotify:track:72Bz4ciRZPBcVSw0nrZDHi,"Do It Again","Do It Again","Pia Mia,Chris Brown,Tyga",2015-05-04,207746,73,true,,2022-10-30T22:03:18Z,"r&b","Pia Mia / Interscope",0.712,0.564,8,-6.527,1,0.047,0.0266,0,0.0874,0.411,95.95,4
spotify:track:0IVHlst3XMgzXUJbIyZ8oO,"Without You","Oh Wonder","Oh Wonder",2015-09-04,224740,54,false,,2022-10-30T19:17:27Z,"","Oh Wonder",0.639,0.465,11,-7.247,0,0.0696,0.27,0.00000145,0.124,0.319,86.994,4
spotify:track:41P6Tnd8KIHqON0QIydx6a,"the perfect pair","Beatopia","beabadoobee",2022-07-15,177533,83,false,,2022-10-29T16:14:43Z,"bedroom pop","Dirty Hit",0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,4
spotify:track:3X3mfRMRaPJRiIMDMQtSkd,"Landslide","Oh Wonder","Oh Wonder",2015-09-04,208229,61,false,,2022-10-28T13:05:01Z,"","Oh Wonder",0.624,0.423,1,-8.757,1,0.0628,0.748,0.0000818,0.103,0.325,81.299,4
spotify:track:4gR6EfKrClUiZSBOWqjxIv,"Through The Cellar Door","Beings","Lanterns on the Lake",2015-11-13,176225,0,false,,2022-10-27T14:11:24Z,"","Bella Union",0.605,0.611,1,-8.176,0,0.0371,0.426,0.809,0.104,0.128,123.028,4
spotify:track:2mLgOcRkEgq89j8WstUpui,"Spies","Parachutes","Coldplay",2000-07-10,318773,59,false,,2022-10-27T09:31:23Z,"","Parlophone UK",0.309,0.673,1,-5.524,0,0.0319,0.0236,0.000144,0.0635,0.0732,147.599,4
spotify:track:2vOAHp8PBBFYqvQUWSoITY,"インフェルノ","Attitude","Mrs. GREEN APPLE",2019-10-01,211600,74,false,,2022-10-26T18:17:52Z,"j-pop,anime,j-rock","Universal Music LLC",0.533,0.918,4,-2.095,1,0.0616,0.00894,0,0.643,0.662,92.504,4
spotify:track:1yDcQFMVTXFdcWcY0xNR8j,"The Fire Inside","The Fire Inside","I Built the Sky,Andy Cizek,Olly Steele",2020-08-26,252427,30,false,,2022-10-25T21:37:18Z,"djent,progressive metal,math rock,metalcore,deathcore","I Built The Sky",0.281,0.944,11,-2.68,0,0.098,0.000119,0,0.306,0.155,94.157,4
spotify:track:5Y1KrA5SLUFxXwxZncgxLR,"Every Little Thing","Every Little Thing","CyberGirlfriend",2020-06-20,205357,33,false,,2022-10-25T21:28:07Z,"","independent",0.722,0.402,11,-13.194,0,0.0408,0.403,0.0002,0.241,0.514,109.001,4
spotify:track:4NDhfOkQT2h9rJXgfngk0s,"Symptoms","Patterns","Meliorist",2019-05-10,236000,36,true,,2022-10-25T21:21:03Z,"post-hardcore","Independent",0.398,0.993,4,-4.272,0,0.106,0.000272,0.0792,0.386,0.458,165.092,4
spotify:track:7DPecD3ijWkltDP4WUyMok,"I’m Still Trying","The Grief We Gave Our Mother","Matthew Fowler",2021-09-10,202880,0,false,,2022-10-25T20:46:38Z,"","Signature Sounds Recordings",0.61,0.613,4,-8.008,1,0.0548,0.573,0.0387,0.117,0.748,78.661,4
spotify:track:2jWbuhe6634Q0bf7ZRZJmr,"Aftermath","Solo on the Side","Paul-Marie Barbier",2022-01-21,189120,12,false,,2022-10-24T19:12:56Z,"","MVKA",0.492,0.0314,0,-25,0,0.0474,0.991,0.94,0.11,0.0735,126.931,4
spotify:track:5VYWxXUpxuxEmCqMLDqICo,"long story short","evermore (deluxe version)","Taylor Swift",2021-01-07,215920,62,false,,2022-10-23T18:09:17Z,"","TS/Republic",0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,4
spotify:track:1XjHRolIXL2M1EEOUsGGR4,"cowboy like me","evermore","Taylor Swift",2020-12-11,275040,65,true,,2022-10-23T13:48:26Z,"","Taylor Swift",0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,4
spotify:track:0IdFvNmljpZ2xCN58GHLwH,"Baumkuchen End","Smile","Eve",2020-02-12,209901,39,false,,2022-10-22T16:54:40Z,"anime,j-pop,j-rock,vocaloid,japanese indie","TOY'S FACTORY",0.626,0.744,2,-4.917,1,0.034,0.000831,0.0000398,0.287,0.764,135.942,4
spotify:track:78YHAEnt13x1jVZAPALcD1,"Human Leather Shoes for Crocodile Dandies","Solo on the Side","Paul-Marie Barbier",2022-01-21,142347,8,false,,2022-10-22T16:14:27Z,"","Lone Diggers",0.287,0.0588,5,-25.08,1,0.0351,0.984,0.905,0.0934,0.192,109.727,4
spotify:track:0fDGSNvUfE88haCmN4yHTE,"Plume","Solo on the Side","Paul-Marie Barbier",2022-01-21,128947,9,false,,2022-10-22T16:01:53Z,"","Lone Diggers",0.384,0.0395,0,-25.629,0,0.071,0.994,0.957,0.116,0.234,177.712,4
spotify:track:76OGwb5RA9h4FxQPT33ekc,"SNAP","SNAP","Rosa Linn",2022-03-19,179551,14,false,,2022-10-22T09:08:22Z,"","Columbia",0.565,0.636,0,-8.198,1,0.0638,0.107,0.0000099,0.447,0.525,170.01,4
spotify:track:0ITs4Q4MtyRwgv5SgqzHCR,"Kill Everybody","Adventures in Nightmare Land","Dj Smokey,Freddie Dredd",2018-08-31,155140,28,true,,2022-10-20T19:58:41Z,"cloud rap,phonk,drift phonk","Positive Squad Records",0.784,0.568,6,-11.518,0,0.391,0.012,0.0000138,0.656,0.694,146.461,4
spotify:track:3UPQWTXEvhdBW3Mqz9KbbA,"DEEP WHEN WE CREEP","DEEP WHEN WE CREEP","Bamboon",2021-02-21,64515,17,true,,2022-10-20T17:42:15Z,"drift phonk","1250541 Records DK",0.709,0.834,1,-6.695,1,0.326,0.786,0.0000192,0.43,0.514,181.826,4
spotify:track:1z8Ryd5EjADc14IFJJvjNH,"Hero","Hero","Yvncc",2019-02-07,131200,44,true,,2022-10-20T17:26:11Z,"","Yvncc",0.629,0.713,6,-5.003,1,0.037,0.197,0.904,0.352,0.315,150.003,4
spotify:track:0paovrf079ZQta6DB383yS,"I Gotta","Dreddalicious","Freddie Dredd",2019-02-16,124525,40,true,,2022-10-20T15:32:35Z,"phonk","746331 Records DK",0.603,0.921,8,-4.155,1,0.0612,0.0297,0.819,0.13,0.159,150.072,4
spotify:track:5XTT4gcZH5tGYlM9LxN6wZ,"SAY WHAT YOU WANT","SAY WHAT YOU WANT","dark cat",2022-08-22,201620,13,false,,2022-10-19T16:49:31Z,"future bass","630986 Records DK",0.624,0.471,7,-13.483,1,0.0593,0.0401,0.827,0.107,0.225,124.986,4
spotify:track:1mzktPWyedTf9WdFAWwNI3,"tell em","tell em","squirl beats",2022-05-31,135000,0,false,,2022-10-16T17:34:34Z,"","The System",0.605,0.464,10,-13.772,1,0.0364,0.127,0.726,0.0984,0.379,74.991,4
spotify:track:0vqJ0P8F1maAF6jUBJxF4n,"4th of July","Cruel Intentions","Ken Genesis",2022-08-22,131818,0,true,,2022-10-16T11:02:13Z,"","Ken Genesis",0.613,0.432,0,-14.774,0,0.0423,0.0115,0.82,0.0823,0.434,159.978,4
spotify:track:1SEfyvGUtYGM6nMtJza4sC,"Cows Around","Cabin Fever","Corb Lund",2012-08-14,270653,0,false,,2022-10-16T09:31:11Z,"red dirt,outlaw country,alt country,texas country","New West Records",0.794,0.624,11,-7.455,1,0.0414,0.293,0,0.132,0.735,110.58,4
spotify:track:0kPNbp2O8sUR3aem0qdoz0,"weak (sped up)","weak (sped up)","accelerate,creamy,11:11 Music Group",2022-10-13,135000,33,false,,2022-10-15T13:51:48Z,"lo-fi","11:11 Music Group",0.535,0.481,0,-7.491,0,0.0596,0.731,0,0.145,0.539,80.87,4
spotify:track:48V9bNeufDa0i5fZw0D3mU,"Feels Like Home","Beginnings","iamalex,juniorodeo,tender spring",2020-08-28,137164,0,false,,2022-10-15T11:37:06Z,"lo-fi hip hop,lo-fi,lo-fi beats","Lofi Records",0.732,0.386,1,-13.161,0,0.228,0.878,0.641,0.103,0.529,154.079,4
spotify:track:2eAtxc1L97UPkxDf4LFtrK,"Pretty Dirty (In the Fading Light)","Produce the Juice","Ripe",2013-05-04,343404,46,false,,2022-10-15T10:25:05Z,"","Wax On Felt Records",0.682,0.466,9,-7.751,1,0.0353,0.656,0,0.0809,0.639,90.989,4
spotify:track:0dmCos7GHCr5PRKp5LNGH7,"The Feeling","The Good Life","Sammy Rae & The Friends",2018-07-10,236213,51,false,,2022-10-15T08:08:06Z,"","Nettwerk Music Group",0.716,0.708,5,-4.978,1,0.0712,0.523,0,0.0886,0.761,127.059,4
spotify:track:7GPBA8xjMJyN6SjoKd4O9E,"Jackie Onassis","Jackie Onassis","Sammy Rae & The Friends",2020-06-05,293142,50,false,,2022-10-15T08:03:18Z,"","Nettwerk Music Group",0.477,0.556,1,-10.063,1,0.0613,0.196,0,0.0885,0.541,104.721,4
